road_edge_id,original_u,original_v,original_key,original_osmid,road_node_u,road_node_v
edge_001957,9783251931,9780602644,0,1065266822,node_001701,node_003482
edge_001958,9783251931,9783227422,0,"[1065266827, 1173094804, 1065266799]",node_001701,node_004679
edge_001959,1230312411,1870737420,0,627475487,node_001702,node_004303
edge_001960,345592795,322446320,0,245448136,node_001703,node_003130
edge_001961,1273189340,1273189346,0,1156210150,node_001704,node_001706
edge_001962,1014911969,1014912118,0,"[87288451, 87288447]",node_001705,node_001738
edge_001963,1273189346,4076125608,0,1156210150,node_001706,node_005680
edge_001964,1736446952,1736446953,0,161680501,node_001707,node_001708
edge_001965,1230361580,1230361432,0,29222451,node_001709,node_001659
edge_001966,1230361580,1230361252,0,107011054,node_001709,node_001590
edge_001967,1736446966,1736446964,0,161680500,node_001711,node_001710
edge_001968,726586369,13200308677,0,"[154117659, 1436132842, 58641355, 154117670]",node_001713,node_005339
edge_001969,726586369,1667135643,0,"[154117617, 154117621, 154117663]",node_001713,node_005207
edge_001970,12977869842,9374930736,0,"[33612595, 1362649189]",node_001714,node_001953
edge_001971,11099919384,13271787307,0,1196125801,node_001715,node_003494
edge_001972,1938232365,1938232364,0,183454134,node_001717,node_001716
edge_001973,1938232365,384341185,0,252635118,node_001717,node_001762
edge_001974,322737197,12742105231,0,1102638512,node_001718,node_002105
edge_001975,1014912050,1014911880,0,"[87288457, 87288435]",node_001719,node_001676
edge_001976,1014912050,1014911889,0,"[87288473, 178759490, 780200349, 87288442]",node_001719,node_001680
edge_001977,1296110648,6856034633,0,172814011,node_001720,node_000704
edge_001978,1296110648,1872544399,0,172814011,node_001720,node_000233
edge_001979,1977226302,12837264183,0,1279381441,node_001721,node_002328
edge_001980,290313279,1298068598,0,"[30042314, 30042316]",node_001722,node_004730
edge_001981,605279313,605279317,0,210697572,node_001723,node_001725
edge_001982,2125894738,2578101016,0,1144577591,node_001724,node_004552
edge_001983,605279317,320533176,0,318323104,node_001725,node_004517
edge_001984,2125894742,5356987687,0,1144577589,node_001726,node_003294
edge_001985,2125894742,2125894767,0,"[202622697, 969653756]",node_001726,node_001733
edge_001986,605279321,2503838227,0,47574782,node_001728,node_000777
edge_001987,605279321,605279377,0,"[403874394, 152616724, 403874397]",node_001728,node_001745
edge_001988,320656475,320655279,0,"[29151634, 1292976788, 29151831]",node_001729,node_001209
edge_001989,320656475,1837724896,0,"[1292976789, 172938397, 1293093813]",node_001729,node_004761
edge_001990,4878586976,3647578995,0,1144251680,node_001730,node_003068
edge_001991,4878586976,3647578925,0,1144251680,node_001730,node_003025
edge_001992,12861969509,13288527575,0,1448352963,node_001731,node_001920
edge_001993,2125894767,530720950,0,"[219963977, 949873755, 202622701]",node_001733,node_003633
edge_001994,1296110704,1346474079,0,"[1258630092, 1219335454]",node_001734,node_001285
edge_001995,2125894771,2125894791,0,"[969653758, 202622694]",node_001736,node_001742
edge_001996,2125894771,2290922337,0,202622702,node_001736,node_004608
edge_001997,605262965,13429002511,0,"[1372599293, 29253391]",node_001737,node_001397
edge_001998,605262965,13429002484,0,"[1463963488, 1463963492]",node_001737,node_001384
edge_001999,1014912118,320907407,0,"[87288454, 87288464, 87288436, 87288437, 87288475]",node_001738,node_003620
edge_002000,1014912118,320907566,0,"[780200347, 87288468, 87288455]",node_001738,node_003678
edge_002001,1860097145,1860097110,0,175420504,node_001739,node_001727
edge_002002,1860097145,534074165,0,"[175420547, 175420549, 175420543]",node_001739,node_001639
edge_002003,1014912124,1891203533,0,"[87288450, 178759491, 178759492, 87288471]",node_001740,node_005342
edge_002004,1014912124,320907407,0,555195561,node_001740,node_003620
edge_002005,1860097154,1796577969,0,"[175420544, 175420539, 175420547, 175420503]",node_001741,node_002290
edge_002006,2125894791,2578101024,0,969653758,node_001742,node_004556
edge_002007,2125894791,2125894742,0,1144577589,node_001742,node_001726
edge_002008,2125894795,2125894791,0,1144577589,node_001743,node_001742
edge_002009,2125894795,2290922337,0,"[202622696, 969653759]",node_001743,node_004608
edge_002010,1860097166,1837712704,0,175420501,node_001744,node_000408
edge_002011,605279377,320535613,0,403874394,node_001745,node_005566
edge_002012,2125894802,9125558943,0,1144577588,node_001746,node_005405
edge_002013,533599380,533599452,0,42658821,node_001747,node_001770
edge_002014,2125894813,5356987629,0,1156009680,node_001749,node_003267
edge_002015,401364128,1351023571,0,120495349,node_001750,node_005521
edge_002016,2489324705,11932326377,0,1286482207,node_001751,node_002229
edge_002017,10201207974,419328847,0,1259391843,node_001752,node_004594
edge_002018,10201207975,7278878344,0,238762917,node_001753,node_002585
edge_002019,2489324715,1836655590,0,172813991,node_001754,node_003123
edge_002020,2489324716,2489324700,0,241240021,node_001755,node_001748
edge_002021,2489324716,333164605,0,"[165628848, 241240043, 165628684]",node_001755,node_004322
edge_002022,727307436,2588733871,0,1256419462,node_001756,node_004429
edge_002023,2489324718,11932326377,0,"[29179537, 29179636, 29179517]",node_001757,node_002229
edge_002024,2489324719,2489324718,0,29179636,node_001758,node_001757
edge_002025,2489324719,2489324718,1,241240045,node_001758,node_001757
edge_002026,287331502,262774360,0,"[173221610, 104129602]",node_001759,node_002560
edge_002027,2489324724,1836655602,0,165628675,node_001760,node_003132
edge_002028,384341181,1938232365,0,"[1097960733, 47501678]",node_001761,node_001717
edge_002029,384341185,1637646586,0,252635118,node_001762,node_000086
edge_002030,2489324743,2489324724,0,241240023,node_001763,node_001760
edge_002031,6303683785,1942435621,0,405404901,node_001764,node_005006
edge_002032,1190368467,1190368468,0,103095866,node_001765,node_001766
edge_002033,1190368467,1101169133,0,155577064,node_001765,node_000161
edge_002034,635573461,64499347,0,219663113,node_001767,node_004197
edge_002035,12473619670,9081692653,0,"[165168064, 981940740, 970522325]",node_001768,node_002890
edge_002036,635573468,656033293,0,175634763,node_001769,node_000493
edge_002037,533599452,533598306,0,1442949654,node_001770,node_001291
edge_002038,1771721965,1637646599,0,1251483052,node_001771,node_000090
edge_002039,1771721965,5466524483,0,1155784866,node_001771,node_000884
edge_002040,1984959726,1984977235,0,"[187850074, 1171727093, 26390687]",node_001772,node_002172
edge_002041,321557747,321557888,0,29235175,node_001773,node_001793
edge_002042,321557747,380731617,0,"[32594353, 121988946, 165628817]",node_001773,node_000068
edge_002043,605312246,6949733607,0,150899313,node_001775,node_000369
edge_002044,605312246,605312270,0,742331880,node_001775,node_001783
edge_002045,534074615,1840701843,0,173221595,node_001776,node_002858
edge_002046,1930482937,1930483035,0,93228949,node_001777,node_001789
edge_002047,1930482937,1930483017,0,182690210,node_001777,node_001788
edge_002048,384341251,1637646613,0,44757519,node_001778,node_000095
edge_002049,384341251,604778458,0,"[774859416, 127464472]",node_001778,node_004290
edge_002050,384341253,10752330795,0,"[1262951040, 178332273, 1156210114]",node_001779,node_000950
edge_002051,35869958,321415411,0,159800709,node_001780,node_003647
edge_002052,35869960,337495817,0,1148231164,node_001781,node_000553
edge_002053,35869960,35869965,0,"[1192350657, 30547147, 30547149, 159801557, 1148231165]",node_001781,node_001782
edge_002054,35869965,1410708937,0,159801559,node_001782,node_004820
edge_002055,35869971,35869977,0,"[187813092, 1196105868, 1196105869, 1061807021]",node_001784,node_001785
edge_002056,35869977,332949006,0,172642269,node_001785,node_003389
edge_002057,35869977,1833354320,0,167457556,node_001785,node_000329
edge_002058,1654478121,1327769531,0,1259450118,node_001787,node_003532
edge_002059,1654478121,1327769866,0,1281221127,node_001787,node_003656
edge_002060,1930483017,1930483081,0,"[331687275, 182690205, 182690207]",node_001788,node_001795
edge_002061,1930483035,1930483071,0,93228949,node_001789,node_001792
edge_002062,2480788834,1835274690,0,172642280,node_001790,node_001479
edge_002063,1930483062,1080698418,0,"[182690208, 182690204]",node_001791,node_003409
edge_002064,1930483062,1930483035,0,"[182690213, 331687223]",node_001791,node_001789
edge_002065,1930483071,1929074783,0,"[151020929, 182561058, 151020931, 182690216, 151020937, 151020915, 201330517, 182550197, 182550199, 151020920, 151020923, 182561052, 182550205, 182550206]",node_001792,node_002070
edge_002066,321557888,321557749,0,29235175,node_001793,node_001774
edge_002067,321557888,1497364682,0,"[136512028, 29235181, 29235182]",node_001793,node_005230
edge_002068,7228937609,7228937618,0,774847981,node_001794,node_001798
edge_002069,7228937609,7758632753,0,830968498,node_001794,node_001956
edge_002070,1930483081,1930483062,0,"[182690209, 331687223]",node_001795,node_001791
edge_002071,533599627,533599639,0,42659111,node_001796,node_001800
edge_002072,1930483085,280448265,0,998322411,node_001797,node_001023
edge_002073,1930483085,9217760833,0,998322411,node_001797,node_002547
edge_002074,7228937618,6168066400,0,"[664505211, 664505213, 774847981]",node_001798,node_005298
edge_002075,7228937621,10004202971,0,1092352017,node_001799,node_000473
edge_002076,533599639,533603839,0,"[1056891569, 42489346, 42489345]",node_001800,node_003380
edge_002077,2112656794,1836743938,0,"[201307350, 1240663175]",node_001802,node_005620
edge_002078,2112656798,2112656794,0,201307350,node_001803,node_001802
edge_002079,4780742047,320907960,0,"[403117606, 403117607, 303214795, 406645069, 241256308]",node_001804,node_003827
edge_002080,4780742047,9865905917,0,"[303214796, 403117605, 485297046]",node_001804,node_000550
edge_002081,1762186657,10293545014,0,164601685,node_001805,node_000623
edge_002082,1762186657,1762186660,0,174144371,node_001805,node_001807
edge_002083,2112656802,10911037560,0,201307346,node_001806,node_005182
edge_002084,1762186660,5768584688,0,164601688,node_001807,node_002522
edge_002085,2426918317,1968142058,0,"[32594233, 1268325188, 1364455485]",node_001808,node_004969
edge_002086,1762186670,1420909537,0,164899653,node_001809,node_002371
edge_002087,2426918319,2426918317,0,186109734,node_001810,node_001808
edge_002088,4780742064,3075540468,0,485297047,node_001811,node_000482
edge_002089,2426918318,325682471,0,"[229616928, 121649192]",node_001812,node_000393
edge_002090,2290521532,6778556911,0,722644337,node_001813,node_001512
edge_002091,2426918332,978266242,0,234438804,node_001814,node_003616
edge_002092,2426918332,981019132,0,234438813,node_001814,node_003769
edge_002093,608736708,608736711,0,456383070,node_001815,node_001816
edge_002094,608736708,608738111,0,47867781,node_001815,node_002330
edge_002095,608736711,7223686835,0,456383070,node_001816,node_004936
edge_002096,1930532310,280447210,0,113679872,node_001817,node_000665
edge_002097,2112656855,8179935752,0,"[1058237938, 1174252435, 1417987261]",node_001818,node_003777
edge_002098,2112656864,9567835837,0,201307341,node_001819,node_001913
edge_002099,337499620,337500492,0,"[30546864, 30546897, 30546906, 30546918]",node_001820,node_002168
edge_002100,337499620,337495796,0,"[30546980, 30546981]",node_001820,node_000545
edge_002101,337499621,337499620,0,30546864,node_001821,node_001820
edge_002102,337499621,321415316,0,"[1148231173, 25339174, 162652112, 30547121, 1192367730]",node_001821,node_003626
edge_002103,35722732,1802402421,0,169081220,node_001822,node_005383
edge_002104,35722732,534115614,0,5202950,node_001822,node_004775
edge_002105,294114796,294118983,0,26812140,node_001823,node_003417
edge_002106,35722734,1802402431,0,169088999,node_001824,node_005390
edge_002107,35722734,35722735,0,31098951,node_001824,node_001825
edge_002108,35722735,35722736,0,169089005,node_001825,node_001826
edge_002109,35722736,35722737,0,169088997,node_001826,node_001827
edge_002110,35722737,11374620112,0,169088977,node_001827,node_004127
edge_002111,35722739,10676184554,0,169088998,node_001828,node_003367
edge_002112,393582069,393582123,0,34317545,node_001829,node_001854
edge_002113,393582069,393582073,0,169620671,node_001829,node_001830
edge_002114,605804026,237585368,0,128620729,node_001831,node_000309
edge_002115,1938249217,1938249216,0,183455677,node_001834,node_001832
edge_002116,1938249217,296346363,0,"[183455673, 1077147909, 183455671]",node_001834,node_003012
edge_002117,1207129603,1349017560,0,150929533,node_001835,node_002699
edge_002118,1207129603,330593075,0,104647199,node_001835,node_004573
edge_002119,2112656901,10910525584,0,1115633406,node_001836,node_003625
edge_002120,2112656901,10314441305,0,1174196682,node_001836,node_002933
edge_002121,1207129605,1836539873,0,"[104647195, 104647189, 104647190]",node_001837,node_002702
edge_002122,1207129605,321615599,0,"[33680944, 22799185, 150930491]",node_001837,node_004974
edge_002123,537974283,1808755098,0,237953306,node_001840,node_003714
edge_002124,1207129622,1207129605,0,1092364062,node_001841,node_001837
edge_002125,1292883481,9379044807,0,"[1167131945, 1072576146, 1072576046]",node_001842,node_002510
edge_002126,1686001178,1686001179,0,156340968,node_001843,node_001845
edge_002127,294114843,1352514161,0,120676983,node_001844,node_005377
edge_002128,294114843,1226548268,0,"[26812145, 1089712090, 165174629]",node_001844,node_003167
edge_002129,1686001179,1686009455,0,156340987,node_001845,node_004906
edge_002130,393582110,393658123,0,1217564403,node_001847,node_005781
edge_002131,5466936866,10910522904,0,1115633401,node_001849,node_002528
edge_002132,5466936867,5466936898,0,1115657138,node_001850,node_001865
edge_002133,1292883492,331880521,0,114076962,node_001851,node_002060
edge_002134,1292883492,1292883524,0,"[114076970, 1055899083, 114076956]",node_001851,node_001870
edge_002135,1292883495,1841806586,0,128489875,node_001852,node_005612
edge_002136,1292883495,331880666,0,1125221265,node_001852,node_002140
edge_002137,726636073,1361129073,0,121651146,node_001853,node_004190
edge_002138,393582123,393582069,0,34317545,node_001854,node_001829
edge_002139,393582123,393582110,0,34317543,node_001854,node_001847
edge_002140,726636077,1891399628,0,178778543,node_001856,node_005096
edge_002141,2047890999,10676277831,0,170765084,node_001858,node_001549
edge_002142,726636089,528976127,0,152613190,node_001859,node_000679
edge_002143,1292883513,321423760,0,136879333,node_001860,node_000734
edge_002144,1292883517,1292883525,0,114076960,node_001861,node_001871
edge_002145,31331903,324664311,0,170857648,node_001862,node_005540
edge_002146,31331903,1190930363,0,"[33681961, 170857650]",node_001862,node_003533
edge_002147,1292883520,1292883524,0,114076961,node_001863,node_001870
